id,router_name,GOLD_ORDER_NUMBER,customer_code,cust_name,Execution_date,cut_date,ITReference,devicestatus,timer
2645,PGVX110,10-1305963,674826,SIEMENS AG,2022-02-08 09:40,2028-09-02 00:00,PGVX110 ,Yes ,11
2646,PUIO369,10-1281893,674826,SIEMENS AG,2022-02-08 10:54,2028-09-03 00:00,PUIO369 ,Yes ,11
2647,PBLR1378,10-1315007,3822,3M USA,2022-02-08 11:18,2028-09-04 00:00,PBLR1378 ,Yes ,11
2648,PSGU007,10-1239611,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 11:22,2028-09-05 00:00,PSGU007 ,Yes ,6
2649,PIEV849,10-1260041,682990,JACOBS DOUWE EGBERTS,2022-02-08 11:30,2028-09-06 00:00,PIEV849 ,No ,null
2650,POWD041,10-1232251,674826,SIEMENS AG,2022-02-08 11:48,2028-09-07 00:00,POWD041 ,Yes ,11
2651,PKHI529,10-1298124,40978,SWIFT SC,2022-02-08 12:00,2028-09-08 00:00,PKHI529 ,No ,null
2652,PNBC012,10-1304176,2346,3M UK PLC,2022-02-08 12:24,2028-09-09 00:00,PNBC012 ,Yes ,11
2653,PUIO225,Orders,53849,AIRPORTHUB,2022-02-08 12:34,2028-09-10 00:00,PUIO225 ,Yes ,11
2654,PSYD3110,10-1233611,686849,MARS INFORMATION SERVICES INC,2022-02-08 13:08,2028-09-11 00:00,PSYD3110 ,Yes ,11
2655,PQBH229,10-1333436,686492,ATOS INTERNATIONAL SAS,2022-02-08 14:01,2028-09-12 00:00,PQBH229 ,Yes ,11
2656,PXDS015,10-1370266,674826,SIEMENS AG,2022-03-25 16:45,2028-09-13 00:00,PXDS015 ,Yes ,11
2657,PUFA035,Orders,53849,AIRPORTHUB,2022-02-08 14:04,2028-09-14 00:00,PUFA035 ,Yes ,11
2658,PQZD039,10-1246932,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 14:07,2028-09-15 00:00,PQZD039 ,Yes ,6
2659,PTYO2701,10-1363444,686993,SONY GLOBAL SOLUTIONS INC,2022-02-08 15:09,2028-09-16 00:00,PTYO2701 ,No ,null
2660,PZMU049,10-1367851,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:30,2028-09-17 00:00,PZMU049 ,No ,null
2661,PQOC095,Orders,40978,SWIFT SC,2022-02-08 16:02,2028-09-18 00:00,PQOC095 ,No ,null
2662,PLGG371,10-1311337,682895,ANHEUSER BUSCH INBEV NVSA,2022-02-08 16:09,2028-09-19 00:00,PLGG371 ,No ,null
2663,PSAP111,10-1354842,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 16:31,2028-09-20 00:00,PSAP111 ,No ,null
2664,PXBH112,10-1271745,2281,METTLER TOLEDO AG,2022-02-08 16:44,2028-09-21 00:00,PXBH112 ,No ,null
2665,PQOC116,Orders,40978,SWIFT SC,2022-02-08 17:09,2028-09-22 00:00,PQOC116 ,Yes ,0
2666,PXTT120,10-1352454,40978,SWIFT SC,2022-02-08 18:33,2028-09-23 00:00,PXTT120 ,Yes ,11
2667,PTYO1957,10-1212705,1908,AKZO NOBEL SOURCING BV,2022-02-08 19:05,2028-09-24 00:00,null,No,null
2668,PDEL2883,10-1336601,674826,SIEMENS AG,2022-02-08 19:21,2028-09-25 00:00,PDEL2883 ,Yes ,11
2669,PCQF134,10-1174621,684808,BASF SE,2022-01-27 01:20,2028-09-26 00:00,null,null,null
2670,PCQF136,10-1174621,684808,BASF SE,2022-01-27 01:21,2028-09-27 00:00,null,null,null
2671,PQBQ140,10-1272065,672782,SCHENKER AG,2022-02-01 15:46,2028-09-28 00:00,PQBQ140 ,Yes ,11
2672,PYYZ481,10-1386093,53849,AIRPORTHUB,2022-03-10 15:50,2028-09-29 00:00,PYYZ481 ,Yes ,11
2673,PYYZ481,10-1386093,53849,AIRPORTHUB,2022-03-10 15:50,2028-09-30 00:00,PYYZ481 ,Yes ,11
2674,PBEG436,10-1349260,680234,ICRC,2022-03-18 16:37,2028-10-01 00:00,null,null,null
2675,PXDS015,10-1370266,674826,SIEMENS AG,2022-03-25 16:45,2028-10-02 00:00,PXDS015 ,Yes ,11
2676,PXDS015,10-1370266,674826,SIEMENS AG,2022-03-25 16:45,2028-10-03 00:00,PXDS015 ,Yes ,11
2677,PQOC156,10-1348973,674826,SIEMENS AG,2022-03-31 15:52,2028-10-04 00:00,null,null,null
2678,PQOC156,10-1348973,674826,SIEMENS AG,2022-03-31 15:52,2028-10-05 00:00,null,null,null
2679,PMDW069,10-1159629,661428,MOODYS CORPORATION,2022-04-21 15:50,2028-10-06 00:00,null,No,null
2680,PMDW069,10-1159629,661428,MOODYS CORPORATION,2022-04-21 15:50,2028-10-07 00:00,null,No,null
2681,PSVQ611,10-1332799,680918,HEINEKEN INTERNATIONAL BV,2022-04-26 15:45,2028-10-08 00:00,null,No,null
2682,PSVQ611,10-1332799,680918,HEINEKEN INTERNATIONAL BV,2022-04-26 15:45,2028-10-09 00:00,null,No,null
2683,PLHR1665,,40978,SWIFT SC,2022-02-08 05:02,2028-10-10 00:00,PLHR1665 ,No ,null
2684,PUTP049,10-1100330,674826,SIEMENS AG,2022-02-08 05:08,2028-10-11 00:00,PUTP049 ,Yes ,11
2685,PIEV747,10-1289500,5831,BAKER AND MCKENZIE GLOBAL SERVICES,2022-02-08 05:19,2028-10-12 00:00,PIEV747 ,Yes ,11
2686,PLYN983,10-1181034,23542,TRELLEBORG AB PUBL,2022-02-08 05:40,2028-10-13 00:00,PLYN983 ,Yes ,11
2687,PMNL1497,,684180,HP INTERNATIONAL SARL,2022-02-08 05:48,2028-10-14 00:00,PMNL1497 ,Yes ,11
2688,PYYC316,10-1248578,33852,CAP GEMINI SERVICE,2022-02-08 05:49,2028-10-15 00:00,PYYC316 ,No ,null
2689,PSGN826,10-1228490,1908,AKZO NOBEL SOURCING BV,2022-02-08 05:55,2028-10-16 00:00,PSGN826 ,No ,null
2690,PLON10255,10-1231697,23542,TRELLEBORG AB PUBL,2022-02-08 06:00,2028-10-17 00:00,PLON10255 ,Yes ,11
2691,PCCU320,10-1291408,674826,SIEMENS AG,2022-02-08 06:14,2028-10-18 00:00,PCCU320 ,Yes ,11
2692,PCFR499,10-1181049,23542,TRELLEBORG AB PUBL,2022-02-08 06:59,2028-10-19 00:00,PCFR499 ,Yes ,11
2693,PBUH1497,10-1178791,682990,JACOBS DOUWE EGBERTS,2022-02-08 07:00,2028-10-20 00:00,PBUH1497 ,No ,null
2694,PONT110,10-1246841,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 07:29,2028-10-21 00:00,PONT110 ,Yes ,6
2695,PARB030,10-1258204,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 07:50,2028-10-22 00:00,PARB030 ,Yes ,6
2696,PSPL727,10-1267083,1908,AKZO NOBEL SOURCING BV,2022-02-08 07:56,2028-10-23 00:00,PSPL727 ,No ,null
2697,PBOM2434,10-1261150,674826,SIEMENS AG,2022-02-08 08:44,2028-10-24 00:00,PBOM2434 ,Yes ,11
2698,PFUK237,10-1281262,53849,AIRPORTHUB,2022-02-08 08:47,2028-10-25 00:00,PFUK237 ,Yes ,11
2699,PHUZ045,10-1305561,677992,AMCOR GROUP GMBH,2022-02-08 09:05,2028-10-26 00:00,null,No,null
2700,PFRA2700,10-1325884,53849,AIRPORTHUB,2022-02-08 10:02,2028-10-27 00:00,PFRA2700 ,Yes ,11
2701,PMDE146,10-1330681,1908,AKZO NOBEL SOURCING BV,2022-02-08 10:07,2028-10-28 00:00,PMDE146 ,No ,null
2702,PDMM236,10-1268187,687124,NOURYON CHEMICALS BV,2022-02-08 10:09,2028-10-29 00:00,PDMM236 ,Yes ,11
2703,PHUY068,10-1239136,1908,AKZO NOBEL SOURCING BV,2022-02-08 10:20,2028-10-30 00:00,PHUY068 ,No ,null
2704,PIST2176,10-1310204,40978,SWIFT SC,2022-02-08 11:03,2028-10-31 00:00,PIST2176 ,No ,null
2705,PJTO011,10-1245026,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 11:09,2028-11-01 00:00,PJTO011 ,Yes ,6
2706,PCLO113,Orders,677992,AMCOR GROUP GMBH,2022-02-08 11:13,2028-11-02 00:00,null,No,null
2707,PLJU471,10-1288387,686849,MARS INFORMATION SERVICES INC,2022-02-08 11:23,2028-11-03 00:00,PLJU471 ,Yes ,11
2708,PFRA3618,10-1302138,672782,SCHENKER AG,2022-02-08 13:35,2028-11-04 00:00,null,No,null
2709,PBNE988,10-1317138,674826,SIEMENS AG,2022-02-08 13:48,2028-11-05 00:00,PBNE988 ,Yes ,11
2710,PBSB355,10-1289464,5831,BAKER AND MCKENZIE GLOBAL SERVICES,2022-02-08 14:05,2028-11-06 00:00,PBSB355 ,Yes ,11
2711,PLGC019,10-1318191,677992,AMCOR GROUP GMBH,2022-02-08 14:27,2028-11-07 00:00,PLGC019 ,No ,null
2712,PCEG190,10-1317879,674826,SIEMENS AG,2022-02-08 14:53,2028-11-08 00:00,PCEG190 ,Yes ,11
2713,PJED625,10-1297268,686849,MARS INFORMATION SERVICES INC,2022-02-08 15:41,2028-11-09 00:00,PJED625 ,Yes ,11
2714,PGNB663,10-1314893,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 15:49,2028-11-10 00:00,PGNB663 ,No ,null
2715,PDEL1212,10-1292746,677992,AMCOR GROUP GMBH,2022-02-08 16:07,2028-11-11 00:00,null,No,null
2716,PQOC025,Orders,30623,MERITOR,2021-12-30 10:30,2028-11-12 00:00,PQOC025 ,Yes ,11
2717,PSJC298,10-1361179,684281,GETINGE AB,2021-12-30 10:35,2028-11-13 00:00,PSJC298 ,Yes ,11
2718,PLHR1750,10-1352308,53849,AIRPORTHUB,2022-02-08 16:58,2028-11-14 00:00,PLHR1750 ,Yes ,11
2719,PQLV031,10-1257889,674826,SIEMENS AG,2021-12-30 10:45,2028-11-15 00:00,PQLV031 ,No ,null
2720,PBER1791,10-1271292,672782,SCHENKER AG,2021-12-30 10:56,2028-11-16 00:00,null,null,null
2721,PWAW13876,10-1259693,27707,F.HOFFMANN LA ROCHE AG,2022-02-08 17:23,2028-11-17 00:00,PWAW13876 ,Yes ,11
2722,PATL1929,10-1349117,674826,SIEMENS AG,2022-02-08 17:40,2028-11-18 00:00,PATL1929 ,Yes ,11
2723,PSZV511,10-1333918,9594,GLAXOSMITHKLINE SERVICES UNLIMITED,2022-02-08 17:50,2028-11-19 00:00,PSZV511 ,No ,null
2724,PBKO123,10-1354501,680234,ICRC,2021-12-30 12:02,2028-11-20 00:00,null,null,null
2725,PWUH266,10-1332736,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 18:03,2028-11-21 00:00,PWUH266 ,Yes ,6
2726,PBOM1011,10-1325177,158,SAUDI ARABIAN AIRLINES,2022-02-08 18:20,2028-11-22 00:00,PBOM1011 ,No ,null
2727,PBWH006,10-1268485,39350,AVERY DENNISON CORPORATION,2022-01-03 09:11,2028-11-23 00:00,PBWH006 ,Yes ,11
2728,PBER1798,10-1269054,687124,NOURYON CHEMICALS BV,2022-02-08 19:16,2028-11-24 00:00,PBER1798 ,Yes ,11
2729,PVCE354,10-1245187,686417,SCR SIBELCO NV,2022-02-08 19:20,2028-11-25 00:00,PVCE354 ,Yes ,11
2730,PXEB003,10-1315293,680918,HEINEKEN INTERNATIONAL BV,2022-01-03 10:01,2028-11-26 00:00,null,null,null
2731,PMUC1710,10-1367720,57084,BELL CANADA,2022-01-03 10:23,2028-11-27 00:00,PMUC1710 ,No ,null
2732,PKUL1396,Orders,3822,3M USA,2022-02-08 20:09,2028-11-28 00:00,PKUL1396 ,Yes ,11
2733,PSVQ672,10-1357266,680918,HEINEKEN INTERNATIONAL BV,2022-01-27 01:16,2028-11-29 00:00,null,null,null
2734,PPDX207,0,684808,BASF SE,2022-02-14 05:27,2028-11-30 00:00,null,null,null
2735,PPDX207,0,684808,BASF SE,2022-02-14 05:27,2028-12-01 00:00,null,null,null
2736,PFRA3908,10-1406727,684083,LENOVO HK SERVICES LTD,2022-05-07 15:37,2028-12-02 00:00,null,No,null
2737,PFRA3908,10-1406727,684083,LENOVO HK SERVICES LTD,2022-05-07 15:37,2028-12-03 00:00,null,No,null
2738,PQFB244,10-1316731,684808,BASF SE,2022-05-21 15:48,2028-12-04 00:00,null,null,null
2739,PQFB244,10-1316731,684808,BASF SE,2022-05-21 15:48,2028-12-05 00:00,null,null,null
2740,PGXH002,10-1273184,684808,BASF SE,2022-05-31 16:08,2028-12-06 00:00,null,null,null
2741,PGXH002,10-1273184,684808,BASF SE,2022-05-31 16:08,2028-12-07 00:00,null,null,null
2742,PMSN049,10-1229942,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 05:22,2028-12-08 00:00,PMSN049 ,Yes ,6
2743,PFAR015,10-1248857,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 06:03,2028-12-09 00:00,PFAR015 ,Yes ,6
2744,PTZX019,10-1236916,682990,JACOBS DOUWE EGBERTS,2022-02-08 07:26,2028-12-10 00:00,PTZX019 ,No ,null
2745,PPRG2201,10-1181187,23542,TRELLEBORG AB PUBL,2022-02-08 07:43,2028-12-11 00:00,PPRG2201 ,Yes ,11
2746,PCAI1330,10-1251095,40978,SWIFT SC,2022-02-08 07:59,2028-12-12 00:00,PCAI1330 ,No ,null
2747,PPEK590,10-1274417,40978,SWIFT SC,2022-02-08 08:39,2028-12-13 00:00,PPEK590 ,No ,null
2748,PBTS663,10-1303860,40978,SWIFT SC,2022-02-08 08:40,2028-12-14 00:00,PBTS663 ,No ,null
2749,PDFW383,10-1246760,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 08:49,2028-12-15 00:00,PDFW383 ,Yes ,6
2750,PJFK126,10-1307925,53849,AIRPORTHUB,2022-02-08 09:21,2028-12-16 00:00,PJFK126 ,Yes ,11
2751,PTAO325,10-1181080,23542,TRELLEBORG AB PUBL,2022-02-08 09:29,2028-12-17 00:00,PTAO325 ,Yes ,11
2752,PSXB712,10-1300517,674826,SIEMENS AG,2022-02-08 09:41,2028-12-18 00:00,PSXB712 ,Yes ,11
2753,PTBS266,10-1328077,40978,SWIFT SC,2022-02-08 10:20,2028-12-19 00:00,PTBS266 ,Yes ,11
2754,PDTW174,10-1347357,684808,BASF SE,2022-03-01 15:48,2028-12-20 00:00,null,null,null
2755,PTYO2819,10-1269002,687124,NOURYON CHEMICALS BV,2022-02-08 10:44,2028-12-21 00:00,PTYO2819 ,Yes ,11
2756,PPLH108,10-1280891,686849,MARS INFORMATION SERVICES INC,2022-02-08 11:10,2028-12-22 00:00,PPLH108 ,Yes ,11
2757,PMSP426,10-1231664,23542,TRELLEBORG AB PUBL,2022-02-08 12:22,2028-12-23 00:00,PMSP426 ,Yes ,11
2758,PZAG760,10-1329721,27707,F.HOFFMANN LA ROCHE AG,2022-02-08 13:07,2028-12-24 00:00,PZAG760 ,Yes ,11
2759,PCGN210,10-1304589,53849,AIRPORTHUB,2022-02-08 13:24,2028-12-25 00:00,PCGN210 ,Yes ,11
2760,PTYO2736,Orders,686993,SONY GLOBAL SOLUTIONS INC,2022-02-08 14:07,2028-12-26 00:00,PTYO2736 ,No ,null
2761,PIAD518,10-1339628,1908,AKZO NOBEL SOURCING BV,2022-02-08 14:18,2028-12-27 00:00,PIAD518 ,No ,null
2762,POVD095,10-1166545,33852,CAP GEMINI SERVICE,2022-02-08 14:46,2028-12-28 00:00,POVD095 ,No ,null
2763,PBLR1207,10-1354277,684180,HP INTERNATIONAL SARL,2022-02-08 14:54,2028-12-29 00:00,null,No,null
2764,PBJS038,10-1360894,40978,SWIFT SC,2022-02-08 15:07,2028-12-30 00:00,PBJS038 ,No ,null
2765,PZMO081,10-1335006,674826,SIEMENS AG,2022-02-08 15:14,2028-12-31 00:00,null,No,null
2766,PJOT019,10-1268834,687124,NOURYON CHEMICALS BV,2022-02-08 15:17,2029-01-01 00:00,PJOT019 ,Yes ,null
2767,PMAD4080,10-1371153,677992,AMCOR GROUP GMBH,2022-02-08 15:29,2029-01-02 00:00,null,No,null
2768,PLDJ018,10-1316460,684808,BASF SE,2021-12-30 09:14,2029-01-03 00:00,null,null,null
2769,PSAP104,10-1337868,10524,MAERSK LINE AS,2021-12-30 09:24,2029-01-04 00:00,null,No,null
2770,PJKT1239,10-1352082,9396,GIVAUDAN INTERNATIONAL SA,2021-12-30 09:26,2029-01-05 00:00,PJKT1239 ,No ,null
2771,PZAD016,10-1328084,680918,HEINEKEN INTERNATIONAL BV,2021-12-30 10:46,2029-01-06 00:00,PZAD016 ,Yes ,11
2772,PSYD2789,10-1203527,683280,SOUTH32 LIMITED,2022-02-08 17:36,2029-01-07 00:00,null,No,null
2773,PJKT1562,10-1376510,674826,SIEMENS AG,2022-02-08 18:15,2029-01-08 00:00,PJKT1562 ,Yes ,11
2774,PPOZ8631,10-1362880,40978,SWIFT SC,2022-02-08 19:19,2029-01-09 00:00,PPOZ8631 ,No ,null
2775,PSAC279,10-1300462,674826,SIEMENS AG,2022-02-08 19:23,2029-01-10 00:00,PSAC279 ,Yes ,11
2776,PZGV044,10-1366206,9594,GLAXOSMITHKLINE SERVICES UNLIMITED,2022-02-08 19:40,2029-01-11 00:00,PZGV044 ,Yes ,11
2777,PBRS801,10-1379974,674826,SIEMENS AG,2022-02-08 19:58,2029-01-12 00:00,PBRS801 ,Yes ,11
2778,PBFM015,10-1334719,684808,BASF SE,2022-01-03 10:48,2029-01-13 00:00,null,null,null
2779,PBOM2256,10-1381972,10524,MAERSK LINE AS,2022-01-27 01:13,2029-01-14 00:00,null,No,null
2780,SMSQ275,10-1185118,39398,MASTERCARD INTERNATIONAL,2022-01-27 01:19,2029-01-15 00:00,null,null,null
2781,PANT004,10-1344046,680918,HEINEKEN INTERNATIONAL BV,2022-01-27 01:36,2029-01-16 00:00,PANT004 ,Yes ,11
2782,PTNU004,10-1374036,684808,BASF SE,2022-02-14 05:18,2029-01-17 00:00,null,null,null
2783,PESS212,10-1349234,680720,POYRY PLC,2022-02-14 05:25,2029-01-18 00:00,PESS212 ,Yes ,11
2784,PSHA3740,10-1297946,687124,NOURYON CHEMICALS BV,2022-02-17 15:54,2029-01-19 00:00,PSHA3740 ,Yes ,11
2785,PSHA3740,10-1297946,687124,NOURYON CHEMICALS BV,2022-02-17 15:54,2029-01-20 00:00,PSHA3740 ,Yes ,11
2786,PLCJ4527,10-1360068,10524,MAERSK LINE AS,2022-02-24 15:54,2029-01-21 00:00,null,No,null
2787,PDTW174,10-1347357,684808,BASF SE,2022-03-01 15:48,2029-01-22 00:00,null,null,null
2788,PDTW174,10-1347357,684808,BASF SE,2022-03-01 15:48,2029-01-23 00:00,null,null,null
2789,PULC103,Orders,676244,SERVICE PUBLIC FEDERAL AFFAIRES ETR,2022-04-08 15:45,2029-01-24 00:00,PULC103 ,Yes ,11
2790,PULC103,Orders,676244,SERVICE PUBLIC FEDERAL AFFAIRES ETR,2022-04-08 15:45,2029-01-25 00:00,PULC103 ,Yes ,11
2791,PZGP098,Orders,35730,STEFANINI,2022-05-25 15:49,2029-01-26 00:00,null,No,null
2792,PZGP098,Orders,35730,STEFANINI,2022-05-25 15:49,2029-01-27 00:00,null,No,null
2793,PIBR007,10-1284825,689068,OTIS ELEVATOR COMPANY,2022-02-08 04:59,2029-01-28 00:00,PIBR007 ,Yes ,11
2794,PMAN1526,10-1217260,1908,AKZO NOBEL SOURCING BV,2022-02-08 06:06,2029-01-29 00:00,PMAN1526 ,No ,null
2795,PNGO469,10-1339605,53849,AIRPORTHUB,2022-05-17 15:43,2029-01-30 00:00,null,null,null
2796,PMNL1793,10-1300291,674826,SIEMENS AG,2022-02-08 06:23,2029-01-31 00:00,PMNL1793 ,Yes ,11
2797,PKUH001,10-1289586,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 06:52,2029-02-01 00:00,PKUH001 ,Yes ,6
2798,PBOM1752,10-1295230,40978,SWIFT SC,2022-02-08 07:28,2029-02-02 00:00,PBOM1752 ,Yes ,0
2799,PCMB507,10-1372517,1908,AKZO NOBEL SOURCING BV,2022-02-14 05:19,2029-02-03 00:00,PCMB507 ,No ,null
2800,PIND308,10-1229946,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 07:52,2029-02-04 00:00,PIND308 ,Yes ,6
2801,PSYD2848,10-1290259,5831,BAKER AND MCKENZIE GLOBAL SERVICES,2022-02-08 07:54,2029-02-05 00:00,PSYD2848 ,Yes ,11
2802,PQND007,10-1300629,39398,MASTERCARD INTERNATIONAL,2022-02-08 08:59,2029-02-06 00:00,PQND007 ,Yes ,11
2803,PBWI277,10-1246984,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 09:13,2029-02-07 00:00,PBWI277 ,Yes ,6
2804,PSAO3056,Orders,40978,SWIFT SC,2022-02-24 15:57,2029-02-08 00:00,PSAO3056 ,No ,null
2805,PSFO733,10-1310371,33852,CAP GEMINI SERVICE,2022-02-08 10:42,2029-02-09 00:00,null,No,null
2806,PMAD5823,10-1232050,686849,MARS INFORMATION SERVICES INC,2022-02-08 11:19,2029-02-10 00:00,PMAD5823 ,Yes ,11
2807,PQWM009,10-1239613,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 11:24,2029-02-11 00:00,PQWM009 ,Yes ,6
2808,PQYR218,10-1272327,672782,SCHENKER AG,2022-02-08 11:57,2029-02-12 00:00,PQYR218 ,Yes ,11
2809,PFRA3994,10-1110425,686623,KUONI GLOBAL TRAVEL SERVICES SCHWEI,2022-02-08 12:04,2029-02-13 00:00,null,No,null
2810,PCQF146,10-1314436,680918,HEINEKEN INTERNATIONAL BV,2022-02-08 12:52,2029-02-14 00:00,null,No,null
2811,PCHI1409,10-1298559,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 13:12,2029-02-15 00:00,PCHI1409 ,Yes ,6
2812,PJNB2055,Others,9922,RIO TINTO LTD,2022-02-08 13:23,2029-02-16 00:00,PJNB2055 ,No ,null
2813,PXTT089,10-1333476,686492,ATOS INTERNATIONAL SAS,2022-02-08 14:01,2029-02-17 00:00,PXTT089 ,Yes ,11
2814,PPHL697,10-1338720,674826,SIEMENS AG,2022-02-08 15:32,2029-02-18 00:00,PPHL697 ,Yes ,11
2815,PNCE623,10-1271950,672782,SCHENKER AG,2022-02-08 15:50,2029-02-19 00:00,PNCE623 ,Yes ,11
2816,PMHG241,10-1273867,684808,BASF SE,2021-12-30 10:05,2029-02-20 00:00,null,null,null
2817,PLZD029,10-1276937,684808,BASF SE,2021-12-30 10:24,2029-02-21 00:00,null,null,null
2818,PSAO2962,Orders,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 16:44,2029-02-22 00:00,PSAO2962 ,No ,null
2819,SPOA258,Orders,39398,MASTERCARD INTERNATIONAL,2021-12-30 10:46,2029-02-23 00:00,null,null,null
2820,PWAW14018,10-1259318,27707,F.HOFFMANN LA ROCHE AG,2022-02-08 17:20,2029-02-24 00:00,PWAW14018 ,Yes ,11
2821,PSJC286,Orders,674826,SIEMENS AG,2022-02-08 17:23,2029-02-25 00:00,PSJC286 ,Yes ,6
2822,PPFA001,10-1317092,23542,TRELLEBORG AB PUBL,2022-02-08 17:41,2029-02-26 00:00,PPFA001 ,Yes ,11
2823,PMUC672,1019120,53849,AIRPORTHUB,2022-02-08 17:52,2029-02-27 00:00,PMUC672 ,Yes ,11
2824,PTSN436,10-1239515,674826,SIEMENS AG,2022-02-08 18:05,2029-02-28 00:00,PTSN436 ,Yes ,11
2825,PXFB178,10-1316239,680918,HEINEKEN INTERNATIONAL BV,2021-12-30 12:29,2029-03-01 00:00,null,null,null
2826,PDLC254,10-1379355,686995,SONY CORPORATION OF HONG KONG LIMIT,2022-02-08 18:18,2029-03-02 00:00,PDLC254 ,No ,null
2827,PRUH814,10-1357726,27707,F.HOFFMANN LA ROCHE AG,2022-02-08 18:47,2029-03-03 00:00,PRUH814 ,Yes ,11
2828,PFNI257,10-1299926,686849,MARS INFORMATION SERVICES INC,2022-01-03 08:48,2029-03-04 00:00,null,null,null
2829,PHIF007,10-1339711,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 19:09,2029-03-05 00:00,PHIF007 ,Yes ,6
2830,PBRU5350,10-1179271,682990,JACOBS DOUWE EGBERTS,2022-02-08 19:26,2029-03-06 00:00,PBRU5350 ,No ,null
2831,PUDI020,10-1264491,686138,BRITISH AMERICAN SHARED SERVICES G,2022-02-08 19:53,2029-03-07 00:00,PUDI020 ,No ,null
2832,PBNU045,10-1213835,39350,AVERY DENNISON CORPORATION,2022-01-03 10:37,2029-03-08 00:00,PBNU045 ,Yes ,11
2833,PRWS020,Orders,8106,THE GOODYEAR TIRE AND RUBBER COMPAN,2022-05-12 15:50,2029-03-09 00:00,null,No,null
2834,PCMB507,10-1372517,1908,AKZO NOBEL SOURCING BV,2022-02-14 05:19,2029-03-10 00:00,PCMB507 ,No ,null
2835,PSAO3056,Orders,40978,SWIFT SC,2022-02-24 15:57,2029-03-11 00:00,PSAO3056 ,No ,null
2836,PSAO3056,Orders,40978,SWIFT SC,2022-02-24 15:57,2029-03-12 00:00,PSAO3056 ,No ,null
2837,PTPE1506,10-1406738,684083,LENOVO HK SERVICES LTD,2022-03-02 22:13,2029-03-13 00:00,PTPE1506 ,Yes ,11
2838,PZFQ061,10-1162205,684808,BASF SE,2022-03-09 15:50,2029-03-14 00:00,null,null,null
2839,PZFQ061,10-1162205,684808,BASF SE,2022-03-09 15:50,2029-03-15 00:00,null,null,null
2840,PRWS020,Orders,8106,THE GOODYEAR TIRE AND RUBBER COMPAN,2022-05-12 15:50,2029-03-16 00:00,null,No,null
2841,PRWS020,Orders,8106,THE GOODYEAR TIRE AND RUBBER COMPAN,2022-05-12 15:50,2029-03-17 00:00,null,No,null
2842,PNGO469,10-1339605,53849,AIRPORTHUB,2022-05-17 15:43,2029-03-18 00:00,null,null,null
2843,PNGO469,10-1339605,53849,AIRPORTHUB,2022-05-17 15:43,2029-03-19 00:00,null,null,null
2844,PPEN246,10-1289274,53849,AIRPORTHUB,2022-02-08 05:04,2029-03-20 00:00,PPEN246 ,Yes ,11
2845,PCFE380,10-1181056,23542,TRELLEBORG AB PUBL,2022-02-08 05:38,2029-03-21 00:00,PCFE380 ,Yes ,11
2846,PBOG1488,10-1176920,53849,AIRPORTHUB,2022-02-08 05:57,2029-03-22 00:00,PBOG1488 ,Yes ,11
2847,POLM009,10-1245295,684628,TAKEDA PHARMACEUTICALS INT AG,2022-02-08 06:27,2029-03-23 00:00,POLM009 ,Yes ,6
2848,PXSP201,10-1368746,674826,SIEMENS AG,2022-05-17 15:44,2029-03-24 00:00,null,No,null
2849,PMNL1520,10-1226364,3822,3M USA,2022-02-08 08:41,2029-03-25 00:00,PMNL1520 ,Yes ,11
2850,PLJU469,10-1282850,40978,SWIFT SC,2022-02-08 09:09,2029-03-26 00:00,PLJU469 ,Yes ,11
2851,PSXB711,10-1300517,674826,SIEMENS AG,2022-02-08 09:41,2029-03-27 00:00,PSXB711 ,Yes ,11
2852,POVB098,10-1191827,686849,MARS INFORMATION SERVICES INC,2022-02-08 09:58,2029-03-28 00:00,POVB098 ,Yes ,11
2853,PROV089,10-1256553,674826,SIEMENS AG,2022-02-08 10:06,2029-03-29 00:00,PROV089 ,Yes ,11
2854,PCAI1916,10-1233776,674826,SIEMENS AG,2022-02-08 10:07,2029-03-30 00:00,PCAI1916 ,Yes ,11
2855,PNBO662,10-1259211,27707,F.HOFFMANN LA ROCHE AG,2022-02-08 11:11,2029-03-31 00:00,PNBO662 ,Yes ,11
